text,sentiment,positive_count,negative_count
Do you know the percentage of niacinamide ? I have sensible skin and I’m always worrying about the quantity of that component cause too much makes my skin feel irritated,중립,0,0
how do you use it plz? i have dry skin too,중립,0,0
Really is it good for extremely dry dehydrated skin?,긍정,1,0
I have been using that rice toner for a year and  some months it's a must have. I am Nigerian so yes Korea skincare works for black people for any 1 wondering,중립,0,0
What's the name of brand 😢?,중립,0,0
I'm from - rice toner....they have also a rice serum and rice cream which are a f bomb!!!!❤,중립,0,0
The rice toner is amazing!,긍정,1,0
The cosrx snail muccin is also the best K-beauty product!!!! I love it!!,긍정,2,0
fr their products is such a must have!,중립,0,0
yup,중립,0,0
"I use there products, they have a water toner",중립,0,0
it doesn’t do anything honestly,중립,0,0
The rice toner is my holy grail ❤,중립,0,0
"did it make ur skin glowy?
is ur skin dry?",중립,0,0
"@sidratulsinthia107 Definitely glowy! Like glass skin glowy. :) My skin used to be dehydrated, textured and dull but this helped hydrate my skin, helps with acne, fade dark marks and the niacinamide also helps with pores and decrease oil production.",중립,0,0
@trixie_pixie thanks.,중립,0,0
@sidratulsinthia107 You're welcome!,중립,0,0
​@trixie_pixiewhat is your skin type?,중립,0,0
"I have the rice toner! Makes my skin shine and got the small one
You guys should really buy it!",중립,0,0
It would be helpful if you can include the type of skin your products are suitable for.,중립,0,0
"Manyo Pure Cleansing Oil:

Suitable : Oily, Combination, Normal & Dry Skin

Not suitable : Sensitive and Acne-prone skin. (It can be suitable, but you need to try 'The Patch Test.' A patch test is a method where you try out a new product by applying a small amount to a small area on your face. If you experience any irritation or discomfort, it's best to avoid using the product.)

I’m From Rice Toner:

Suitable : All Skin Types

Hope this helps!🫶🏻",긍정,1,0
@woniiyoungthank you so much!!,중립,0,0
@Panda167. Your welcome!!!🫶🏻,중립,0,0
"Oil is not recomended for oily skin and skin that has acne.
Oil is better for dry skin.",중립,0,0
"@enibeni2071That’s actually not true, oil cleanser are meant to be washed off, it’s a first step. So if you aren’t using anything like an oil cleaner or even micellar water you can’t properly clean your face. Even if you don’t wear makeup, sunscreen cannot be removed by a water based cleanser! So if you break out easily from oil or balm cleansers you can use a good micellar water, a lot of dermatologist use micellar water! Hope this helps 😄",긍정,1,0
"The im fro rice toner broke me out and i have senstive oily acne prone skin 😪 but their mugwort essence and mask are my holy grail, reduces redness, balances my oil production and my skin is clearer using them.",중립,0,0
Probably since all of these rice stuff are fermented...fungal acne just flare up with fermented products,중립,0,0
I have normal skin and it broke me out too,중립,0,0
Same here! I wish I hoped for glass skin,중립,0,0
Is the toner very oily? I’ve been considering getting it for a while but my skin type is the same as yours and this is the first time I’ve really seen anyone with the same type talk abt it…,중립,0,0
"@kookoo9800 for me it leaves a dewy finish, not fully oily, they do sell a small size of 30ml if not mistaken, u can try that if u want, i bought the 30ml size to try them before commiting to the full size, thank god i didnt buy the full size😅",중립,0,0
Beauty of Joseon moisturising sunblock. I swear by it.,중립,0,0
How has it worked for you?😊,중립,0,0
I tried the rice toner randomly and is just gorgeous I’m definitely going to repurchase it and highly recommend it. It helped me a lot with my breakouts.,중립,0,0
"Jihyo(twice) in the back: ""SO KILLIN' ME GOOD!😉""
(no hate)",중립,1,1
That Oil Cleanser is Killing Me Good ❤,긍정,1,0
I love that rice toner!!  ❤ it’s so good!!❤,긍정,2,0
"Honestly, tried the manyo oil for about a month now and I keep going back to Banila Co cleansing balm. The oil feels amazing on my skin but doesn't take off waterproof mascara.",긍정,1,0
That banila co blurs my eyes so much I couldn’t see clearly after wash lol,중립,0,0
Waterproof mascaras are really built different ....😂,중립,0,0
just use a separate oil/water based waterproof eye make up remover,중립,0,0
"Banila Co is the best cleansing balm I've ever tried. Easy to use, easy to reduce blackheads, easy to rinse off too",긍정,1,0
Thanks for using Jihyo's song ❤,중립,0,0
rice toner saved my complexion on my third bottle now,중립,0,0
The rice toner is everything! Ive been ising it for about a year and trust me she isnt lying!,중립,0,0
"I've only used it about a week consistently, but it didn't leave my dry skin feeling much more hydrated... What did it do for you long term? And may I ask what your skin type is?",중립,0,0
"@user-jk4jj4nm1q I have very sensitive skin but it's normal (not dry or oily). I love the rice toner because it works well with my serum and vitamin c and it does help my skin to not look dull. I didn't notice it at first, but people are always complimenting my skin so I'd like to think it's the 4 things that I use together combined, that is giving me my best results. I hope that helps!",긍정,2,0
What's the name rice toner  of brand I mean which brand  in this video,중립,0,0
"I’m in my early 60’s. As we get older, our dry skin needs a toner with more viscosity. I’m still loving the Haruharu fermented Rice toner & another one that is under rated is the 9Wishes toner.",중립,0,0
So well-edited and peaceful! 💕 I’ve never felt this good in my skin —  *Whiteonskinwhitening Cream*  gave me permanent whitening and the glow of my dreams! 💎,긍정,1,0
lin k w💝whiteonskinwhitening💝c Glow fearlessly!,중립,0,0
rice toner is the best for indian winter dry skin ppl.,긍정,1,0
I LOOOVE how the Rice toner makes my face looks and I’ve only used it for 3 days! I’m going to use that product forever ! 🥰,중립,0,0
"Thanks for showing the ingredients! I can't use these because of fragrance and botanical extracts, but it looks like people love these",긍정,1,0
The I’m From line is so underrated. Their vitamin fruit serum is AMAZING,긍정,1,0
Rice toner is OG for me love it using past 3 years❤,긍정,1,0
Ur so pretty ❤❤❤ Also you have just got a new SUBSCRIBER,중립,0,0
"My suggestion would be ElizaVecca Hellpore Hyaluronic acid for the Korean win. It may not be viral, but it should be. I use really good and expensive skin care, which i love, but this little product gives a big bang for its cheap cost. Best hack though, apply hyaluronic acid to WET skin to get the best moisture lock in properties from it. Cute packaging too.",긍정,4,0
I am using this toner past two years evry day twice amd its amazing❤,긍정,1,0
"The rice toner gives my skin a very dewy look and makes my face look so healthy & glowy. I love love love the toner, but after a few times usage, my skin started getting irritated, so sadly i had to stop using it 😢",긍정,3,0
"Yes I have normal skin, never had acne or anything in my hole life but this rice toner gave me red bumps all over my face after use so I had to stop 😭",중립,0,0
Rice toner is the best on my 7th bottle!!!,긍정,1,0
I am using simple rose water as toner and almond oil as clearnser of makeup. So this two products are available in all over the world and not expensive and also very good on skin.My skin is so glowing and so clear. We are Indian girl loves this two products.,긍정,1,0
"I have melasma on my face tried everything I have tried failed 
My rose water castor oil my holy grail
Spent too much money sun screen La Roche Posay  works🥰🥰🥰🥰",중립,0,0
I boight the cleansing oil because it was written no1 on ollive young when I visited Korea. But then it was not good at all. It doesn’t remove my make up well. I always use waterproof mascara when i do my makeup and it doesn’t remove at all. My lip cream also hardly removed. I feel disappointed as I don’t know when to use it.,긍정,1,0
"Numbuzzin eazy peasy oil cleanser is fab for eye removal , takes off everything and does not leave eyes sore .  Its the only oily remover ive ever been able to use.",중립,0,0
Deependra goyal sir is most calm cool and smart sharks❤❤,중립,0,0
Ive been looking at that rice toner for YEARS. I might get it now 😂,중립,0,0
Rice Toner is great pre-makeup,긍정,1,0
Another good toner is tirtir milk skin toner ❤,긍정,1,0
"Recent reviews on Amazon state the formula has changed causing skin damage. Gonna try that website, thank you.",중립,0,0
I normally use 3 products on my face. The rice toner looks so good. I want to get it,긍정,1,0
"i loved the manyo oil cleanser for makeup removal, but the blend of essential oils really break out my sensitive skin. so all sensitives girls and guys, beware. Its still a great wash off product.",긍정,1,0
You think is better than coconout oil?,중립,0,0
@lurizaasmr9309 never tried coconut oil on my face. I tend to stay away from it since i suffer from chronic dandruff,중립,0,0
The rice toner is excellent 👌,긍정,1,0
"I use the rice toner I on my 4 bottle 
“I’m from” every single day of my life my tip at how I use it is when I finish shower dry my face right after I apply the tone because is a fast way to absorb it when the pores are open before the fresh air hits your face.",중립,0,0
Can we use it twice a day??,중립,0,0
the rice toner is only for dry skin! the white liquid means that it is mixed with some oil-based ingredients. those with oily/acne prone/ combi skin can use their mugwort essence,중립,0,0
Nah it didnt work for my dry skin and didnt even provide the hydratiion i needed ☹️I think its more for normal to combi skin.,중립,0,0
I have comb oily skin and love the rice toner. After washing your face lightly dry and then use the toner. I use it at night only because I wear foundation during the day.,긍정,1,0
I don't agree. I have combination skin and this is just a fab balancing product that does not make your skin oily but hydrates the skin and helps your moisturiser work even better.,중립,0,0
Nah it’s not true. White liquid didn’t always mean there’s oil emulsified. Also oil skin didn’t mean they don’t need oil in their skincare product they still need it since a lot of beneficial active materials are lipid soluble but what they shouldn’t do is to apply products with texture like ointment which might be too thick for them. In this case as the toner is using mainly rice extract it’s believed that the white pigment belongs to the starch.,중립,0,0
⁠@raoyin1851I have oily skin and use thick ointment like textured creams all the time. Like the cereve night cream… dramatically improved my skin every which way 🤷🏼‍♀️,중립,0,0
Purito centella toner and recovery cream are life for dry skin.,중립,0,0
Such great choices for dry skin 🥰,긍정,1,0
Your skin is flawless,중립,0,0
That rice toner has me in a chokehold. Is so hydrating,중립,0,0
Love that!,긍정,1,0
changing my fyp 11/100💕,중립,0,0
changing my fyp 99 /100,중립,0,0
same girlll,중립,0,0
same!! this is why I watch these vieeos,중립,0,0
Please play Mala pahije,중립,0,0
99/100,중립,0,0
So pretty..,중립,0,0
Changing my fyp 1/100,중립,0,0
"""""""""""So cuteeee nails """"""""🌸🌷",중립,0,0
Your nails are soooo cute! ❤❤❤,중립,0,0
changing my fyp 1/50,중립,0,0
I’m thinking how good and excited and she be feeling while unboxing those cute n aesthetic products💗😮‍💨🫠,긍정,1,0
Hahaha no bc that’s so real I was 😭,중립,0,0
Omgg!!! That's so cuteeee!!🌷🌸🍉🎀🪻,중립,0,0
so pretty 🦢🫧🩵,중립,0,0
Omg so pretty,중립,0,0
I have one of the tirtir watertints and its so pretty!,중립,0,0
REALLY YAY it leaves such a strong stain 🫣,중립,0,0
so cute!♡♪,중립,0,0
So pretty like you!❤,중립,0,0
Wahhh I’m flattered thank you ✨,중립,0,0
this is a package worth waiting a whole month for,중립,0,0
Realll bro I think mine took almost 2 months idk why it was extra slow 💔,중립,0,0
the first one with the stickers is just adorable 💕,중립,0,0
Omg right I’m gonna decorate it today 😝,중립,0,0
"OMG! So many products, but my favourite was the Clio pallette! This haul was so cuteeee!!🩷🐇🌷",중립,0,0
Eeee mine too honestly!! And tyyy 🥹,중립,0,0
You're my favourite!!!😣🎀💜,중립,0,0
Awww gurl u r too!! 🎀,중립,0,0
​🌸💕🌷😘,중립,0,0
So beautiful! Ilysm,중립,0,0
Awhhh ilyttt 💐,중립,0,0
Omgg i also want to change my fyp 💕,중립,0,0
OMGG YESSS I HAVE THE CLIO EYE PALLETE AND ITS SO GOOD!!! love the other productss🎀❤,긍정,2,0
YAYYY OMG I’m so excited to use it!! And thank uuu 🤭,중립,0,0
How to purchase,중립,0,0
Que lindo video me gusto mucho,중립,0,0
Ty!! 💖,중립,0,0
So cute,중립,0,0
Cleaning ny fyp 5/100 <33,중립,0,0
building my fyp again bc it disappeared !! (last time it was 100/100) 14/25 🎀,중립,0,0
so aesthetic omggg,중립,0,0
So cutee 💕🎀,중립,0,0
Building my fyp 💕🎀🍥,중립,0,0
So amazing 😮,긍정,1,0
Changing my broken fyp ♥️,중립,0,0
LOL HI 💖,중립,0,0
I absolutely love that laka lip tint I’m out though 🥲,긍정,1,0
Omg nooo it’s on sale rn actually if u need to restock 😱,중립,0,0
@Dear_diarleeomg rlly?! tysm btw I love ur videos,긍정,1,0
Beautiful!!♥♥,중립,0,0
Eee tysm ✨,중립,0,0
building my fyp 13/30 🍥🐚,중립,0,0
Sooo cuteee,중립,0,0
Thank uuu 🥹,중립,0,0
Finally someone who admits that it’s a huge haul bc most influencers say “mini haul”,중립,0,0
I’m deaddd that’s crazy 😖,중립,0,0
UR NAILS R TO DIE FORRRRR 😍😍,중립,0,0
Yesssssss,중립,0,0
AW THANK UUU 😋,중립,0,0
"I have those lilybyred lip products in the same shade too!! ❤❤
I love ur nails btw",긍정,1,0
Omggg twinsies!! And ah tysmmm 💖,중립,0,0
💗💗. Really amazing,긍정,1,0
Tyyy 🫶🏼,중립,0,0
The cattt on the clio palette it’s jussttttt sooo cuteee and also congrats you are almost at 16k!!!!!!,중립,0,0
Righttt!! Its so cute decorated ack im editing the video for it rn 😝 AND TYYY 🥳,중립,0,0
@Dear_diarleenppp and yay congrats ur at 16.1k!!u have officially passed 16k wowww!!,중립,0,0
I WANT THE CLIO,중립,0,0
ITS SO GOOD 😛,긍정,1,0
@Dear_diarlee😭😭Girl stop teasingg! I want itttt aaaaah,중립,0,0
Cleaning my fyp 💮🥟🌸🍥,중립,0,0
I Think Ur obsessed with this song******🌸🌸🎀🎀,중립,0,0
HELP ehmmm u caught me it works good with everything i cant 😭,긍정,1,0
I love pink so much🎀🩷🫧,긍정,1,0
My dream life 💕✨,중립,0,0
Helppp thank u 😭,중립,0,0
Changing my fyp 46/60,중립,0,0
pretty,중립,0,0
so cuteee💕,중립,0,0
Tysmmm 😇,중립,0,0
Soo cutee,중립,0,0
Ur nails are so cutteeeee :3!! Are they  press ons?,중립,0,0
Aw thank uuu and yes they r!! 😋,중립,0,0
​@Dear_diarlee Omg where from girl?,중립,0,0
"I'm guessing temu since in one vid I saw her nail haul from temu with the exact same aesthetic, but maybe I could be wrong.",중립,0,0
"Hi, can I know about the  app you use to edit your videos, please 😅
Also your lens too😊😊",중립,0,0
I use CapCut and iPhone 15+ 🫶🏼,중립,0,0
"💕I’ll leave the links to both products in the Linktree on my profile.

🇰🇷Medicube-Collagen Night Wrapping Mask
https://www.yesstyle.com/en/medicube-collagen-night-wrapping-mask-75ml/info.html/pid.1124066780?rco=POYU0330&utm_term=POYU0330&utm_medium=Influencer&mcg=influencer

🇯🇵BCL-Momo Puri Peach Fresh Pack Mask
https://www.yesstyle.com/en/bcl-momo-puri-peach-fresh-pack-mask-12g/info.html/pid.1120756149?rco=POYU0330&utm_term=POYU0330&utm_medium=Influencer&mcg=influencer",중립,0,0
"I have the Japanese one! It's great if you don't have sensitive skin, it makes your skin smell very nice for a while.",긍정,1,0
Nice,중립,0,0
DUOLINGO WHAT ARE YOU DOING HERE 😅,중립,0,0
Good for your nice and green skin,긍정,1,0
I have the japanese one and its really good for my skin i love it,긍정,2,0
Where to get?,중립,0,0
@miaart-y7hkult,중립,0,0
​@miaart-y7honline or at japan drug stores,중립,0,0
Why no one compare the price ?!,중립,0,0
"korean one is ALOT more expensive than the Japanese one, if your looking for an affordable one choose the Japanese one",중립,0,0
So technically the Japanese one is moisturising are the Korean one is hydrating❤❤,중립,0,0
Please keep this series up! 🙏❤,중립,0,0
I will💕💕,중립,0,0
both💞💖,중립,0,0
❤️❤️❤️,중립,0,0
In japan in simple cities or drugstores you cant even find a peel off mask ! I barely found one for my aunt,중립,0,0
"Alcohol in skin care is not pure Alcohol. It's just formulation, used as solvent. It doesn't irritate skin.
This is why you don't listen to influencers.",중립,0,0
It depends on the type and concentration of alcohol. Dermatologists also note that high-ethanol toners or sunscreens can sting or dry out skin for some people.,중립,0,0
Alcohol in skincare can be irritating a lot of times for people with sensitive skin (as a person with sensitive skin) but it depends on the amount and type.,중립,0,0
but there's indeed people that get their skin irritated after using products that include alcohol in it,중립,0,0
Bros mad cause Korean one won,중립,0,0
Can you please review Naturie Hatomugi? I feel like I'm having a breakout of this toner 😞,중립,0,0
"While I prefer japanese culture overall, I do prefer Korean skincare with the things I have tried so far.",중립,0,0
I need to buy the Korean one then.😅,중립,0,0
Love you 🥰 ❤,긍정,1,0
Loooivveee yoooouuu❤❤❤❤❤,중립,0,0
me too❤️❤️,중립,0,0
Mine Sensitive Asssss Skin doesn't tolerate the fragrance and colour 💀,중립,0,0
"A lot of skincare in Japan has fragrance unfortunately. Some smell really good like that peach one in the video, but just like you, with my sensitive skin (with rosacea on top of that), I try to avoid scented products. Some just smell too strong to me anyway as I can't stand certain scents and stronger ones (I blame my ADHD for that 😆).",긍정,1,0
"​@Marie-MichelleFortieryeah I know that, and unfortunately I want to use Japanese Skincare but I can't....🙂🤌🏻, my all products are fragrance, colour, Paraben , Sulfate free...., if I use any product with fragrance my skin will breakout and become more sensitive...",중립,0,0
Can you please make a video for lador brand which shampoo is for which hair type. ❤,중립,0,0
Did you ever try any skincare product from conscious chemist ?,중립,0,0
Can u suggest me a face wash for acne and acne scar .I am a teenage girl❤❤❤❤plzz suggest mee,중립,0,0
"Tbh ,I don't understand why peel off masks made a comeback?🙂",중립,0,0
저는 귀엽게 생겨서 일본 제품을 주로 사용하는데 한국 제품이 제 피부에 더 좋았어요! (팁 감사 합니다),긍정,1,0
Japanese skin must be overall strong and not sensitive bc so many products are scented. I’m like babay. If i don’t want to wake up and my face be one giant pimple…I can’t buy this 😢,중립,0,0
Korea,중립,0,0
yee🫶🏻,중립,0,0
"Ok tbf not every brand is same or has the same formula, or ingredients. I have 2 korean mask and they're very different from each other and same for my Japanese masks

If u take their most popular masks then it's understandable but otherwise it makes no sense cuz the entire skincare line of a whole country is not just 1 mask, there are many. 

Not hating btw",중립,0,0
Low key tho Korea copy’s Japan it’s actually a fact,중립,0,0
❤❤,중립,0,0
❤️❤️❤️❤️❤️,중립,0,0
"Hi sis ,I'm your new subscriber from Pakistan and love your videos,I'm a teenager girl and I have no acne or pimples but I don't know why my skin looking yellow my actual skin colour is white but It become yellow or In other words Dull skin please if you know the solution please solve my problem...",긍정,1,0
"Hey sis ,I'm waiting for  your reply.",중립,0,0
Didn't the korean one went viral because winter's makeup artist used it for the unreal glow,중립,0,0
"i’d take alcohol in a mask, so not a daily product, over higher % of oil any day🥲 because it would be enough for my skin to break out",중립,0,0
Was the made from halal ingredients other than being alcoholfree,중립,0,0
tosowoong,중립,0,0
First,중립,0,0
❤️❤️❤️,중립,0,0
Pni me for being under 24 hours 😅,중립,0,0
Can teens use the peel of masks?,중립,0,0
❤❤❤❤,중립,0,0
❤️❤️❤️❤️,중립,0,0
"1.. April Skin Real Calendula Peel Off Pack
2. So Natural Makeup Setting Multi Magic Sealer
3. Medicube Collagen Night Wrapping Mask",중립,0,0
you're awesome,중립,0,0
Thank you,중립,0,0
Oh my gosh thank you sooo much. I was trying to take a screenshot of the items but had some difficulty.  😆,중립,0,0
THX,중립,0,0
Thank you so so so much❤,중립,0,0
"The last  ‘hack’ is only good for photoshoots and not daily long term wear, the mask is very easily peel-able and will start flaking off throughout the day",긍정,1,0
That’s what I’m saying prob good for night tho,긍정,1,0
Thanks for that additional info. It seems like an awesome hack but I would have been mad when it started flaking 🤣  it seems like a great tip for short periods though.,긍정,1,0
Omg leave then😅..will not try,중립,0,0
Yes I thought the same. You wouldnt be able to smile or talk,중립,0,0
Plus cant be good for ur skin to have it on that long,긍정,1,0
"In case you don' t have access to korean products, *Make Up Forever* has always had the _Aqua Seal_ liquid. It' s what artistic swimmers use.",중립,0,0
Thanks!,중립,0,0
Thank you!,중립,0,0
"and if you want a cheap one to try it out, Miss A has the AOA studio waterproof eye makeup seal",중립,0,0
Tx,중립,0,0
What if I have access to neither 😅,중립,0,0
Does the mask under the makeup not look crunchy after a few facial expressions?,중립,0,0
"good question, waiting for replies :)",긍정,1,0
"ye it is, this is why u should apply them a little only on a pimple",중립,0,0
@m0thron they are talking about the liquid collagen mask which she applied on her whole face at the last,중립,0,0
"@Maanya_2008 well that one ""hack"" def not working lol",중립,0,0
Ya I have that mask and it definitely crinkles and even lift if you’re talking and moving around.,중립,0,0
Girl your skin is FLAWLESS!!!!!!!,중립,0,0
❤❤❤❤nice,중립,0,0
Please be careful with the peel off masks. Some aren’t meant to be on the skin for that long and can give chemical burns.,중립,0,0
It’s a specific mask. The one she used is for sleeping in. Overnight mask,중립,0,0
@LaurennM360 that’s good to know! I just wanted to warn people to be careful since you can’t use any typical mask 🥰🥰,긍정,1,0
The first one she used I have and it’s fine to have on for long periods of time! I slept with it on once,중립,0,0
@cavetownlover671 She has a point. They’re not tested on broken skin ie popped pimples. Obv you wouldn’t need a barrier for regular pimples.,중립,0,0
I’m buying that magic sealer Omg!! Thanks for the recommendation! 💜💜💜,중립,0,0
What is it called?,중립,0,0
@treesaregreen-e6r So Natural Makeup Setting Multi Magic Sealer,중립,0,0
So Natural magic sealer,중립,0,0
Where it is available 😢,중립,0,0
@v.chandiniiyshwaryacherry605 yesstyle,중립,0,0
The peel off mask for pimple patch substitute is genius omg😂 we will be trying that,중립,0,0
Did it work??😊,중립,0,0
i wouldve thought leaving the peel off exfoliating mask with those ingredients on your face for that long would cause crazy irritation on acne lol. i once fell asleep with one on and got a chemical burn🙃,중립,0,0
Korean make-ups are phenomenal in this modern time. ❤❤❤❤,중립,0,0
The last hack looks real good and ur saving ur skin from all the chemicals in the makeup ❤️😊,긍정,1,0
"The 1st product would be a lifesaver for me, i hope! 🤞🏻 Thank you il give this one a try ❤",중립,0,0
"Knowing my luck, that last mask would start peeling away midway and I'll end up looking like I'm melting",중립,0,0
"Yes Style is where you get products like this, it’s an app. It’s where I got TirTir foundation as well.",중립,0,0
Also Amazon lol,중립,0,0
She been revealing the whole kpop idols makeup secrets!😭 I love her for that,긍정,1,0
You have naturally POWTY LIPS and I love POWTY lips means I LOVE YOU 💕🥰,긍정,2,0
"You mean *pouty* not ""powty""😊",중립,0,0
The magic sealer and the pimple thing was the best thing,긍정,1,0
"So genius because your skin and pores stay mostly make up free and doesn’t continue seeping into your skin/pores leaving your skin healthy ❤🌸✨ (I had a friend that put on a green face mask and put her Halloween make up over it, once she cleaned her face after a few hours her skin was so soft and clean)",중립,0,0
"I have the Aprilskin clear exfoliating peel-off mask, and I tried to use it as a pimple patch, but it makes your skin look flaky and comes off after 30 minutes.",중립,0,0
Extra glowy?? Crying in oily skin 😭😭 wish I could say that too 🫠🤧,중립,0,0
"I learned that if you use niacinamide as part of your skin care regimen, you skin will look more glowy and less oily throughout the day.",중립,0,0
"@MelSays I use salicylic acid mask sometimes...but I will definitely try niacinamide 
Thank you, you are so sweet 🫶🏻",중립,0,0
Girl same crying with acne prone skin and oily skin at the same time wish to have a beautiful and clear skin🥲,중립,0,0
"I enjoyed my oily skin years, and when that fazed out, it was dealing with combo skin. Enjoy the moment because you will miss it.",중립,0,0
I love your videos,긍정,1,0
Why are u so beautiful 😊😊,중립,0,0
UR RLLY prettyyy!!,중립,0,0
I've always wondered how male idols sweat that much at concerts and still had their eye makeup intact. Thanks for the secret haha,중립,0,0
Your so pretty 🌸,중립,0,0
Omg im Korean yet i didn't konw about the peel off mask for pimples😳 that's a really good tip🥰,긍정,1,0
Help why does she KINDA look like Yoonchae from Katseye 🤣💗,중립,0,0
"Thank you for the hacks, they help me alot❤❤❤❤❤❤❤❤🤭🤭🤭🤭🤭🤭🙏🙏🙏💅💅💅💅💅💅💅💅🏿💅🏻🎂🎂💅💅🍨",중립,0,0
I'll buy the second product!!,중립,0,0
I have always cover my pimple patches with makeup but it looks so bad and now I am going to try this and I hope it's going to be good😊,중립,1,1
Helps to list them if you really wanna share with your viewers,중립,0,0
Am I the only one who thinks that people who have really glowy skin just look really sweaty?,중립,0,0
"No, you're not🙋🏾‍♀️. It's not my favorite look fr. It's even worse when paired with the wet hair look. I can't stand either tbh.",중립,0,0
dang now I finna be insecure,중립,0,0
​@tmajuru559 boohoo then,중립,0,0
Literally no one asked💀,중립,0,0
It looks oily and greasy to me. I get that when it comes to makeup and all that people have different opinions but to me the shiny dewy look just looks like you haven’t washed your face in a week.,중립,0,0
"I love your vids!!!, First!❤ Is there any way I could get some natural Ingredients to get glowy skin??",긍정,1,0
"That exfoliating peel off mask doesn’t work for me under makeup— no matter how thin a layer I apply, the edges start lifting up a lot when dried up which isn’t invisible at all😭",중립,0,0
OMG the peel off mask hacks is soo genius!! Thank uou,중립,0,0
"no no, because leaving some masks on for too long can cause irritation. hers is an 'exfoliating' mask and because shes putting it under makeup, its probably chemical exfoliant so its smooth, and that can def burn your skin",중립,0,0
@strawberryiesberry I see.. thanks!,중립,0,0
"@strawberryiesberry hey, i know this is late but youre actually wrong. This is a collagen mask meant for overnight. Please dont spread misinformation/disinformation.",중립,0,0
i loved ❤🩷👑🥰😍🩰❄️☃️🌨️,중립,0,0
Is it me or Alyen kinda looks like Yoonchae from KATSEYE,중립,0,0
OMG the first one is really impressive! Thanks for sharing 💗,중립,0,0
You two are funny. The guy is the most funny and it’s super cute when the woman laughs at his jokes. Thanks you two! I subbed.,중립,0,0
NGL u look like yoonchae from katseye🎀,중립,0,0
SHE LOOKS SO CUTE WHEN SHE SIGNS “no” 🥺🥺🥺🥺,중립,0,0
"Its is more practical  ,i 'll try it ..",중립,0,0
"I can wear eyeliner again, thank you! I could never wear it without raccoon eyes at the end of the day",중립,0,0
I bought the tri tri red foundation and the clear pimple exposing mask and now I use it everyday I love it,긍정,1,0
"Pimple patches are meant to treat the acne, not as a buffer under foundation....dont put makeup over them.",중립,0,0
Cool. Magic sealer and layer. 👌,중립,0,0
WOW 😳😲😊😍🥰❤ so beautiful,중립,0,0
Why are you so pretty 😂😂😂,중립,0,0
QUEEEEN!! 😲👏🏽👏🏽✨️💖💖💖,중립,0,0
"At the first ,you looked like yoonchae from katseyee❤",중립,0,0
"I was literally going to mention the little exfoliating beads too! I received it and was shocked no other influencers that I saw mentioned that. It can make it not the best daily use cleanser for most skin types. 

I used the Anua cleanser with exfoliating beads daily and in the end it dried out my skin a LOT and caused so much redness.",긍정,1,0
doesn’t the arencia have a spatula? i use that and then wash it off afterwards.,중립,0,0
This !!!! ⬆️⬆️⬆️⬆️,중립,0,0
"Ya, or if its lost or not with her she should use a slicone spactula the one for face masks",중립,0,0
"Came here to say this. User error 😂.

The Green Mochi and the Blue Hyssop versions don’t have exfoliants. 
The product won’t mold or dilute so dump the water out. The product is thick enough to not fall out. 
I like to put the product on right before I get in the shower. Then I’ll wet and later once I get in. It keeps the product dry that way.",중립,0,0
I think her Arencia cleanser doesn’t come with a spatula bc it looks like a mini size. I’m not sure of if a spatula comes with a mini size too or not though,중립,0,0
"As someone who has easily irritated, oily-dehydrated skin, the celimax ampoule is one of my faves to use before makeup to hydrate my dry spots. Unfortunately not all formulas work for everyone 😢",중립,0,0
Is it has fragrance??,중립,0,0
"I wouldn't really recommend Arencia cleanser since it also has fragrance. Especially for sensitive skin, it's a no from my side.",중립,0,0
yep! I was about to comment that. I tried all arencia cleansers (my sister likes Arencia so I tried them when visiting her) and they're all too fragrancy.. almost gave me a headache with how strong they are !,중립,0,0
"The anua serum is rlly good, I wake up with no redness on my cheeks when I usually do before I use this, and it gets rid of sunburn overnight",긍정,1,0
The Anua Hylouronic acid serum works well on my skin! I noticed how well hydrated my skin feels still after a day after not putting any moisture on.,중립,0,0
I love the Arencia cleanser. Mine came with a spatula so I just put some on my face before getting wet & it stays hygienic.,긍정,1,0
You’re so beautiful ❤ your skin is perfect,긍정,1,0
"Hi, can you make a short of your current morning skincare routine",중립,0,0
love reviews like this thank you,긍정,1,0
"Love this genre of influencers, i only watch you and monica😭🩷",긍정,1,0
ilyyy💕,중립,0,0
"I love the anua ceramide serum for when my eczema is flaring up, bummed it didn't work for you",긍정,1,0
"I love all of those products actually hehe, the rice serum did work very well for me and was one of the reasons why i have a much stronger skin barrier now! I like paring it with the noni ampoule!",긍정,1,0
"Omg, we have the same skin type ❤",중립,0,0
Anua serum broke me out unfortunately. Sad. Cause it's quite expensive here.,중립,0,0
"That Celimax ampoule saved my skin when my barrier was broken *in the winter* many years ago. But I tried it again last summer and while it didn’t break me out, it didn’t repair at all. I went back to the La Roche-Posay Cicaplast B5. Idk if the formula changed or its best used seasonally :(",긍정,1,0
finished two big bottles of noni ampoule and it's one of the game changer for my acne prone skin.,중립,0,0
I didn’t try Anua rice serum but I’m using rice milky toner (technically same thing only lighter) and loving it.,중립,0,0
Use the spatula,중립,0,0
Anua serum can’t wait to try it,중립,0,0
